Country,Sex,Date,Value
Canada,Males,1996-Q2,73.16666
Canada,Males,1996-Q3,73.16666
Canada,Males,1996-Q4,73.03333
Canada,Males,1997-Q1,73.26667
Canada,Males,1997-Q2,73.43333
Canada,Males,1997-Q3,74.13333
Canada,Males,1997-Q4,74.46667
Canada,Males,1998-Q1,74.26667
Canada,Males,1998-Q2,74.23333
Canada,Males,1998-Q3,74.43333
Canada,Males,1998-Q4,74.53333
Canada,Males,1999-Q1,75
Canada,Males,1999-Q2,75.26667
Canada,Males,1999-Q3,75.33334
Canada,Males,1999-Q4,76.03333
Canada,Males,2000-Q1,76.3
Canada,Males,2000-Q2,76.13333
Canada,Males,2000-Q3,76.03333
Canada,Males,2000-Q4,76.26667
Canada,Males,2001-Q1,76.16666
Canada,Males,2001-Q2,75.8
Canada,Males,2001-Q3,75.6
Canada,Males,2001-Q4,75.16666
Canada,Males,2002-Q1,75.26667
Canada,Males,2002-Q2,75.83334
Canada,Males,2002-Q3,76.13333
Canada,Males,2002-Q4,76.16666
Canada,Males,2003-Q1,76.5
Canada,Males,2003-Q2,76.33334
Canada,Males,2003-Q3,76.2
Canada,Males,2003-Q4,76.4
Canada,Males,2004-Q1,76.46667
Canada,Males,2004-Q2,76.56667
Canada,Males,2004-Q3,76.66666
Canada,Males,2004-Q4,76.8
Canada,Males,2005-Q1,76.63333
Canada,Males,2005-Q2,76.43333
Canada,Males,2005-Q3,76.6
Canada,Males,2005-Q4,76.73333
Canada,Males,2006-Q1,76.8
Canada,Males,2006-Q2,77
Canada,Males,2006-Q3,76.86667
Canada,Males,2006-Q4,76.8
Canada,Males,2007-Q1,77.06667
Canada,Males,2007-Q2,77.13333
Canada,Males,2007-Q3,77.16666
Canada,Males,2007-Q4,77.23333
Canada,Males,2008-Q1,77.56667
Canada,Males,2008-Q2,77.2
Canada,Males,2008-Q3,76.96667
Canada,Males,2008-Q4,76.7
Canada,Males,2009-Q1,74.9
Canada,Males,2009-Q2,73.93333
Canada,Males,2009-Q3,73.63333
Canada,Males,2009-Q4,73.83334
Canada,Males,2010-Q1,73.86667
Canada,Males,2010-Q2,74.23333
Canada,Males,2010-Q3,74.5
Canada,Males,2010-Q4,74.7
Canada,Males,2011-Q1,75.1
Canada,Males,2011-Q2,75
Canada,Males,2011-Q3,75.33334
Canada,Males,2011-Q4,75.13333
Canada,Males,2012-Q1,75.06667
Canada,Males,2012-Q2,75.4
Canada,Males,2012-Q3,75.5
Canada,Males,2012-Q4,75.66666
Canada,Males,2013-Q1,75.8
Canada,Males,2013-Q2,75.86667
Canada,Males,2013-Q3,75.56667
Canada,Males,2013-Q4,75.4
Canada,Males,2014-Q1,75.43333
Canada,Males,2014-Q2,75.3
Canada,Males,2014-Q3,75.43333
Canada,Males,2014-Q4,75.9
Canada,Males,2015-Q1,75.96667
Canada,Males,2015-Q2,75.93333
Canada,Males,2015-Q3,76
Canada,Males,2015-Q4,75.66666
Canada,Males,2016-Q1,75.5
Canada,Males,2016-Q2,75.53333
Canada,Males,2016-Q3,75.63333
Canada,Males,2016-Q4,75.96667
Canada,Males,2017-Q1,76.33334
Canada,Males,2017-Q2,76.43333
Canada,Males,2017-Q3,76.66666
Canada,Males,2017-Q4,77.03333
Canada,Males,2018-Q1,77.1
Canada,Males,2018-Q2,77.1
Canada,Males,2018-Q3,77.06667
Canada,Males,2018-Q4,77.36667
Canada,Males,2019-Q1,77.43333
Canada,Males,2019-Q2,77.8
Canada,Males,2019-Q3,77.63333
Canada,Males,2019-Q4,77.26667
Canada,Males,2020-Q1,76.36667
Canada,Males,2020-Q2,68.16666
Canada,Males,2020-Q3,73.53333
Canada,Males,2020-Q4,75.06667
Canada,Males,2021-Q1,75.5
Canada,Males,2021-Q2,75.86667
Canada,Males,2021-Q3,76.86667
Canada,Males,2021-Q4,77.86667
Canada,Males,2022-Q1,78.2
Canada,Males,2022-Q2,78.56667
Canada,Males,2022-Q3,78.4
Canada,Males,2022-Q4,78.43333
Canada,Males,2023-Q1,78.83334
Canada,Males,2023-Q2,78.73333
Canada,Males,2023-Q3,78.36667
Canada,Males,2023-Q4,78.16666
Canada,All persons,1976-Q1,63.1
Canada,All persons,1976-Q2,63.2
Canada,All persons,1976-Q3,63.03333
Canada,All persons,1976-Q4,63.1
Canada,All persons,1977-Q1,63.1
Canada,All persons,1977-Q2,63.03333
Canada,All persons,1977-Q3,62.8
Canada,All persons,1977-Q4,62.93333
Canada,All persons,1978-Q1,63.16667
Canada,All persons,1978-Q2,63.46667
Canada,All persons,1978-Q3,63.96667
Canada,All persons,1978-Q4,64.4
Canada,All persons,1979-Q1,64.8
Canada,All persons,1979-Q2,65.13333
Canada,All persons,1979-Q3,65.7
Canada,All persons,1979-Q4,65.96667
Canada,All persons,1980-Q1,66
Canada,All persons,1980-Q2,65.86667
Canada,All persons,1980-Q3,66
Canada,All persons,1980-Q4,66.46667
Canada,All persons,1981-Q1,67.03333
Canada,All persons,1981-Q2,67.36667
Canada,All persons,1981-Q3,67.16666
Canada,All persons,1981-Q4,66.46667
Canada,All persons,1982-Q1,65.63333
Canada,All persons,1982-Q2,64.4
Canada,All persons,1982-Q3,63.16667
Canada,All persons,1982-Q4,62.73333
Canada,All persons,1983-Q1,62.83333
Canada,All persons,1983-Q2,63.4
Canada,All persons,1983-Q3,64.16666
Canada,All persons,1983-Q4,64.33334
Canada,All persons,1984-Q1,64.23333
Canada,All persons,1984-Q2,64.36667
Canada,All persons,1984-Q3,64.8
Canada,All persons,1984-Q4,64.96667
Canada,All persons,1985-Q1,65.4
Canada,All persons,1985-Q2,65.8
Canada,All persons,1985-Q3,66.16666
Canada,All persons,1985-Q4,66.6
Canada,All persons,1986-Q1,67.1
Canada,All persons,1986-Q2,67.46667
Canada,All persons,1986-Q3,67.4
Canada,All persons,1986-Q4,67.56667
Canada,All persons,1987-Q1,67.8
Canada,All persons,1987-Q2,68.4
Canada,All persons,1987-Q3,68.73333
Canada,All persons,1987-Q4,69.43333
Canada,All persons,1988-Q1,69.83334
Canada,All persons,1988-Q2,69.96667
Canada,All persons,1988-Q3,69.96667
Canada,All persons,1988-Q4,70.23333
Canada,All persons,1989-Q1,70.76667
Canada,All persons,1989-Q2,70.66666
Canada,All persons,1989-Q3,70.8
Canada,All persons,1989-Q4,70.8
Canada,All persons,1990-Q1,70.8
Canada,All persons,1990-Q2,70.63333
Canada,All persons,1990-Q3,70.36667
Canada,All persons,1990-Q4,69.53333
Canada,All persons,1991-Q1,68.5
Canada,All persons,1991-Q2,68.4
Canada,All persons,1991-Q3,68.2
Canada,All persons,1991-Q4,67.86667
Canada,All persons,1992-Q1,67.23333
Canada,All persons,1992-Q2,66.86667
Canada,All persons,1992-Q3,66.53333
Canada,All persons,1992-Q4,66.53333
Canada,All persons,1993-Q1,66.63333
Canada,All persons,1993-Q2,66.36667
Canada,All persons,1993-Q3,66.43333
Canada,All persons,1993-Q4,66.5
Canada,All persons,1994-Q1,66.43333
Canada,All persons,1994-Q2,66.83334
Canada,All persons,1994-Q3,67.33334
Canada,All persons,1994-Q4,67.66666
Canada,All persons,1995-Q1,67.66666
Canada,All persons,1995-Q2,67.5
Canada,All persons,1995-Q3,67.43333
Canada,All persons,1995-Q4,67.5
Canada,All persons,1996-Q1,67.4
Canada,All persons,1996-Q2,67.4
Canada,All persons,1996-Q3,67.33334
Canada,All persons,1996-Q4,67.2
Canada,All persons,1997-Q1,67.53333
Canada,All persons,1997-Q2,67.7
Canada,All persons,1997-Q3,68.2
Canada,All persons,1997-Q4,68.43333
Canada,All persons,1998-Q1,68.53333
Canada,All persons,1998-Q2,68.73333
Canada,All persons,1998-Q3,69.06667
Canada,All persons,1998-Q4,69.36667
Canada,All persons,1999-Q1,69.63333
Canada,All persons,1999-Q2,69.86667
Canada,All persons,1999-Q3,70.13333
Canada,All persons,1999-Q4,70.5
Canada,All persons,2000-Q1,70.86667
Canada,All persons,2000-Q2,70.9
Canada,All persons,2000-Q3,70.83334
Canada,All persons,2000-Q4,71.13333
Canada,All persons,2001-Q1,71.03333
Canada,All persons,2001-Q2,70.93333
Canada,All persons,2001-Q3,70.73333
Canada,All persons,2001-Q4,70.6
Canada,All persons,2002-Q1,70.7
Canada,All persons,2002-Q2,71.2
Canada,All persons,2002-Q3,71.7
Canada,All persons,2002-Q4,71.86667
Canada,All persons,2003-Q1,72.2
Canada,All persons,2003-Q2,71.96667
Canada,All persons,2003-Q3,72.1
Canada,All persons,2003-Q4,72.36667
Canada,All persons,2004-Q1,72.4
Canada,All persons,2004-Q2,72.56667
Canada,All persons,2004-Q3,72.46667
Canada,All persons,2004-Q4,72.5
Canada,All persons,2005-Q1,72.5
Canada,All persons,2005-Q2,72.33334
Canada,All persons,2005-Q3,72.43333
Canada,All persons,2005-Q4,72.53333
Canada,All persons,2006-Q1,72.66666
Canada,All persons,2006-Q2,73
Canada,All persons,2006-Q3,72.9
Canada,All persons,2006-Q4,72.93333
Canada,All persons,2007-Q1,73.33334
Canada,All persons,2007-Q2,73.33334
Canada,All persons,2007-Q3,73.56667
Canada,All persons,2007-Q4,73.66666
Canada,All persons,2008-Q1,73.73333
Canada,All persons,2008-Q2,73.56667
Canada,All persons,2008-Q3,73.33334
Canada,All persons,2008-Q4,73.2
Canada,All persons,2009-Q1,72.13333
Canada,All persons,2009-Q2,71.46667
Canada,All persons,2009-Q3,71.13333
Canada,All persons,2009-Q4,71.26667
Canada,All persons,2010-Q1,71.36667
Canada,All persons,2010-Q2,71.6
Canada,All persons,2010-Q3,71.63333
Canada,All persons,2010-Q4,71.7
Canada,All persons,2011-Q1,72.03333
Canada,All persons,2011-Q2,71.93333
Canada,All persons,2011-Q3,72.06667
Canada,All persons,2011-Q4,71.9
Canada,All persons,2012-Q1,71.96667
Canada,All persons,2012-Q2,72.3
Canada,All persons,2012-Q3,72.4
Canada,All persons,2012-Q4,72.73333
Canada,All persons,2013-Q1,72.83334
Canada,All persons,2013-Q2,72.8
Canada,All persons,2013-Q3,72.63333
Canada,All persons,2013-Q4,72.53333
Canada,All persons,2014-Q1,72.4
Canada,All persons,2014-Q2,72.33334
Canada,All persons,2014-Q3,72.43333
Canada,All persons,2014-Q4,72.7
Canada,All persons,2015-Q1,72.8
Canada,All persons,2015-Q2,72.73333
Canada,All persons,2015-Q3,72.8
Canada,All persons,2015-Q4,72.63333
Canada,All persons,2016-Q1,72.6
Canada,All persons,2016-Q2,72.66666
Canada,All persons,2016-Q3,72.63333
Canada,All persons,2016-Q4,72.9
Canada,All persons,2017-Q1,73.36667
Canada,All persons,2017-Q2,73.46667
Canada,All persons,2017-Q3,73.6
Canada,All persons,2017-Q4,73.9
Canada,All persons,2018-Q1,73.86667
Canada,All persons,2018-Q2,73.83334
Canada,All persons,2018-Q3,74.16666
Canada,All persons,2018-Q4,74.4
Canada,All persons,2019-Q1,74.4
Canada,All persons,2019-Q2,74.76667
Canada,All persons,2019-Q3,74.7
Canada,All persons,2019-Q4,74.56667
Canada,All persons,2020-Q1,73.1
Canada,All persons,2020-Q2,64.56667
Canada,All persons,2020-Q3,70.5
Canada,All persons,2020-Q4,72.26667
Canada,All persons,2021-Q1,72.2
Canada,All persons,2021-Q2,72.66666
Canada,All persons,2021-Q3,74.03333
Canada,All persons,2021-Q4,75.13333
Canada,All persons,2022-Q1,75.3
Canada,All persons,2022-Q2,75.83334
Canada,All persons,2022-Q3,75.53333
Canada,All persons,2022-Q4,75.8
Canada,All persons,2023-Q1,76.23333
Canada,All persons,2023-Q2,76.03333
Canada,All persons,2023-Q3,75.63333
Canada,All persons,2023-Q4,75.43333
Czechia,Females,1998-Q1,59.43245
Czechia,Females,1998-Q2,58.9069
Czechia,Females,1998-Q3,58.40849
Czechia,Females,1998-Q4,58.20246
Czechia,Females,1999-Q1,57.73043
Czechia,Females,1999-Q2,57.39135
Czechia,Females,1999-Q3,57.12566
Czechia,Females,1999-Q4,57.23943
Czechia,Females,2000-Q1,56.95248
Czechia,Females,2000-Q2,56.81213
Czechia,Females,2000-Q3,56.9559
Czechia,Females,2000-Q4,56.85451
Czechia,Females,2001-Q1,57.31065
Czechia,Females,2001-Q2,56.88099
Czechia,Females,2001-Q3,56.81422
Czechia,Females,2001-Q4,56.70473
Czechia,Females,2002-Q1,56.74369
Czechia,Females,2002-Q2,57.09134
Czechia,Females,2002-Q3,57.15435
Czechia,Females,2002-Q4,57.12695
Czechia,Females,2003-Q1,56.81384
Czechia,Females,2003-Q2,56.51849
Czechia,Females,2003-Q3,56.07776
Czechia,Females,2003-Q4,55.89116
Czechia,Females,2004-Q1,55.93428
Czechia,Females,2004-Q2,56.06724
Czechia,Females,2004-Q3,55.98422
Czechia,Females,2004-Q4,55.9845
Czechia,Females,2005-Q1,55.96354
Czechia,Females,2005-Q2,56.01067
Czechia,Females,2005-Q3,56.46407
Czechia,Females,2005-Q4,56.61953
Czechia,Females,2006-Q1,56.72158
Czechia,Females,2006-Q2,56.78131
Czechia,Females,2006-Q3,56.78953
Czechia,Females,2006-Q4,56.8747
Czechia,Females,2007-Q1,57.15581
Czechia,Females,2007-Q2,57.38306
Czechia,Females,2007-Q3,57.30762
Czechia,Females,2007-Q4,57.31633
Czechia,Females,2008-Q1,57.44792
Czechia,Females,2008-Q2,57.82037
Czechia,Females,2008-Q3,57.56073
Czechia,Females,2008-Q4,57.47609
Czechia,Females,2009-Q1,57.04583
Czechia,Females,2009-Q2,56.82
Czechia,Females,2009-Q3,56.47305
Czechia,Females,2009-Q4,56.37495
Czechia,Females,2010-Q1,56.02128
Czechia,Females,2010-Q2,56.2012
Czechia,Females,2010-Q3,56.30196
Czechia,Females,2010-Q4,56.54089
Czechia,Females,2011-Q1,56.96611
Czechia,Females,2011-Q2,57.15858
Czechia,Females,2011-Q3,57.40545
Czechia,Females,2011-Q4,57.46141
Czechia,Females,2012-Q1,57.64873
Czechia,Females,2012-Q2,58.13723
Czechia,Females,2012-Q3,58.48696
Czechia,Females,2012-Q4,58.68617
Czechia,Females,2013-Q1,59.06738
Czechia,Females,2013-Q2,59.69178
Czechia,Females,2013-Q3,59.67632
Czechia,Females,2013-Q4,59.95042
Czechia,Females,2014-Q1,60.15068
Czechia,Females,2014-Q2,60.27613
Czechia,Females,2014-Q3,60.76169
Czechia,Females,2014-Q4,61.55684
Czechia,Females,2015-Q1,61.86532
Czechia,Females,2015-Q2,62.37469
Czechia,Females,2015-Q3,62.55426
Czechia,Females,2015-Q4,62.64465
Czechia,Females,2016-Q1,63.54164
Czechia,Females,2016-Q2,64.27856
Czechia,Females,2016-Q3,64.44926
Czechia,Females,2016-Q4,65.38427
Czechia,Females,2017-Q1,65.56911
Czechia,Females,2017-Q2,65.83547
Czechia,Females,2017-Q3,66.57647
Czechia,Females,2017-Q4,66.66832
Czechia,Females,2018-Q1,67.08515
Czechia,Females,2018-Q2,67.62739
Czechia,Females,2018-Q3,67.75695
Czechia,Females,2018-Q4,68.05774
Czechia,Females,2019-Q1,68.23907
Czechia,Females,2019-Q2,67.98333
Czechia,Females,2019-Q3,68.09554
Czechia,Females,2019-Q4,67.94299
Czechia,Females,2020-Q1,67.92185
Czechia,Females,2020-Q2,67.0707
Czechia,Females,2020-Q3,66.62387
Czechia,Females,2020-Q4,66.69139
Czechia,Females,2021-Q1,66.66065
Czechia,Females,2021-Q2,66.42592
Czechia,Females,2021-Q3,67.57371
Czechia,Females,2021-Q4,67.909
Czechia,Females,2022-Q1,68.31579
Czechia,Females,2022-Q2,68.36753
Czechia,Females,2022-Q3,68.70869
Czechia,Females,2022-Q4,68.44384
Czechia,Females,2023-Q1,68.00617
Czechia,Females,2023-Q2,68.48193
Czechia,Females,2023-Q3,68.12263
Czechia,Males,1998-Q1,76.52792
Czechia,Males,1998-Q2,76.24094
Czechia,Males,1998-Q3,75.79954
Czechia,Males,1998-Q4,75.31015
Czechia,Males,1999-Q1,74.6201
Czechia,Males,1999-Q2,74.07491
Czechia,Males,1999-Q3,73.83582
Czechia,Males,1999-Q4,73.41628
Czechia,Males,2000-Q1,73.2061
Czechia,Males,2000-Q2,73.12231
Czechia,Males,2000-Q3,73.25359
Czechia,Males,2000-Q4,73.13682
Czechia,Males,2001-Q1,73.27084
Czechia,Males,2001-Q2,73.17915
Czechia,Males,2001-Q3,73.09589
Czechia,Males,2001-Q4,73.23022
Czechia,Males,2002-Q1,73.6451
Czechia,Males,2002-Q2,73.92691
Czechia,Males,2002-Q3,73.96272
Czechia,Males,2002-Q4,73.94819
Czechia,Males,2003-Q1,73.82214
Czechia,Males,2003-Q2,73.31183
Czechia,Males,2003-Q3,72.84025
Czechia,Males,2003-Q4,72.53696
Czechia,Males,2004-Q1,72.19287
Czechia,Males,2004-Q2,72.12983
Czechia,Males,2004-Q3,72.38369
Czechia,Males,2004-Q4,72.52309
Czechia,Males,2005-Q1,72.92815
Czechia,Males,2005-Q2,73.2756
Czechia,Males,2005-Q3,73.4675
Czechia,Males,2005-Q4,73.37633
Czechia,Males,2006-Q1,73.41448
Czechia,Males,2006-Q2,73.6198
Czechia,Males,2006-Q3,73.66097
Czechia,Males,2006-Q4,73.98432
Czechia,Males,2007-Q1,74.44215
Czechia,Males,2007-Q2,74.53789
Czechia,Males,2007-Q3,74.96678
Czechia,Males,2007-Q4,75.22624
Czechia,Males,2008-Q1,75.36102
Czechia,Males,2008-Q2,75.36049
Czechia,Males,2008-Q3,75.41912
Czechia,Males,2008-Q4,75.49577
Czechia,Males,2009-Q1,74.83749
Czechia,Males,2009-Q2,73.84714
Czechia,Males,2009-Q3,73.3205
Czechia,Males,2009-Q4,73.36324
Czechia,Males,2010-Q1,73.11227
Czechia,Males,2010-Q2,73.42562
Czechia,Males,2010-Q3,73.8149
Czechia,Males,2010-Q4,73.76473
Czechia,Males,2011-Q1,73.84732
Czechia,Males,2011-Q2,74.08012
Czechia,Males,2011-Q3,74.09095
Czechia,Males,2011-Q4,74.13877
Czechia,Males,2012-Q1,74.27036
Czechia,Males,2012-Q2,74.52654
Czechia,Males,2012-Q3,74.89158
Czechia,Males,2012-Q4,74.85234
Czechia,Males,2013-Q1,75.22845
Czechia,Males,2013-Q2,75.68086
Czechia,Males,2013-Q3,75.72523
Czechia,Males,2013-Q4,76.03458
Czechia,Males,2014-Q1,76.54913
Czechia,Males,2014-Q2,76.8614
Czechia,Males,2014-Q3,77.2922
Czechia,Males,2014-Q4,77.38986
Czechia,Males,2015-Q1,77.39304
Czechia,Males,2015-Q2,77.76328
Czechia,Males,2015-Q3,77.91962
Czechia,Males,2015-Q4,78.41172
Czechia,Males,2016-Q1,78.88117
Czechia,Males,2016-Q2,79.0503
Czechia,Males,2016-Q3,79.46762
Czechia,Males,2016-Q4,79.89029
Czechia,Males,2017-Q1,80.35162
Czechia,Males,2017-Q2,80.69271
Czechia,Males,2017-Q3,81.1469
Czechia,Males,2017-Q4,81.3754
Czechia,Males,2018-Q1,81.52598
Czechia,Males,2018-Q2,81.76082
Czechia,Males,2018-Q3,81.70885
Czechia,Males,2018-Q4,82.0416
Czechia,Males,2019-Q1,81.96331
Czechia,Males,2019-Q2,82.06939
Czechia,Males,2019-Q3,81.81059
Czechia,Males,2019-Q4,81.91313
Czechia,Males,2020-Q1,81.83813
Czechia,Males,2020-Q2,81.18318
Czechia,Males,2020-Q3,81.40626
Czechia,Males,2020-Q4,81.14191
Czechia,Males,2021-Q1,80.95033
Czechia,Males,2021-Q2,81.06918
Czechia,Males,2021-Q3,81.52741
Czechia,Males,2021-Q4,81.83514
Czechia,Males,2022-Q1,82.28683
Czechia,Males,2022-Q2,82.26576
Czechia,Males,2022-Q3,82.12231
Czechia,Males,2022-Q4,82.0171
Czechia,Males,2023-Q1,81.60009
Czechia,Males,2023-Q2,81.81164
Czechia,Males,2023-Q3,81.53926
Czechia,All persons,1998-Q1,67.95014
Czechia,All persons,1998-Q2,67.5261
Czechia,All persons,1998-Q3,67.04948
Czechia,All persons,1998-Q4,66.70611
Czechia,All persons,1999-Q1,66.12798
Czechia,All persons,1999-Q2,65.68301
Czechia,All persons,1999-Q3,65.42816
Czechia,All persons,1999-Q4,65.28506
Czechia,All persons,2000-Q1,65.03928
Czechia,All persons,2000-Q2,64.9222
Czechia,All persons,2000-Q3,65.05498
Czechia,All persons,2000-Q4,64.94864
Czechia,All persons,2001-Q1,65.2596
Czechia,All persons,2001-Q2,64.99141
Czechia,All persons,2001-Q3,64.91683
Czechia,All persons,2001-Q4,64.93478
Czechia,All persons,2002-Q1,65.16294
Czechia,All persons,2002-Q2,65.4805
Czechia,All persons,2002-Q3,65.53316
Czechia,All persons,2002-Q4,65.51144
Czechia,All persons,2003-Q1,65.28738
Czechia,All persons,2003-Q2,64.88704
Czechia,All persons,2003-Q3,64.44174
Czechia,All persons,2003-Q4,64.20135
Czechia,All persons,2004-Q1,64.05292
Czechia,All persons,2004-Q2,64.09998
Czechia,All persons,2004-Q3,64.18537
Czechia,All persons,2004-Q4,64.26543
Czechia,All persons,2005-Q1,64.46118
Czechia,All persons,2005-Q2,64.66875
Czechia,All persons,2005-Q3,64.99458
Czechia,All persons,2005-Q4,65.03207
Czechia,All persons,2006-Q1,65.10559
Czechia,All persons,2006-Q2,65.24158
Czechia,All persons,2006-Q3,65.2645
Czechia,All persons,2006-Q4,65.47226
Czechia,All persons,2007-Q1,65.84854
Czechia,All persons,2007-Q2,66.01561
Czechia,All persons,2007-Q3,66.19106
Czechia,All persons,2007-Q4,66.32885
Czechia,All persons,2008-Q1,66.48099
Czechia,All persons,2008-Q2,66.67662
Czechia,All persons,2008-Q3,66.57475
Czechia,All persons,2008-Q4,66.56721
Czechia,All persons,2009-Q1,66.05296
Czechia,All persons,2009-Q2,65.42574
Czechia,All persons,2009-Q3,64.9987
Czechia,All persons,2009-Q4,64.97717
Czechia,All persons,2010-Q1,64.67696
Czechia,All persons,2010-Q2,64.91569
Czechia,All persons,2010-Q3,65.1563
Czechia,All persons,2010-Q4,65.24994
Czechia,All persons,2011-Q1,65.50985
Czechia,All persons,2011-Q2,65.72121
Czechia,All persons,2011-Q3,65.84341
Czechia,All persons,2011-Q4,65.89797
Czechia,All persons,2012-Q1,66.05992
Czechia,All persons,2012-Q2,66.43462
Czechia,All persons,2012-Q3,66.79144
Czechia,All persons,2012-Q4,66.87675
Czechia,All persons,2013-Q1,67.24799
Czechia,All persons,2013-Q2,67.79092
Czechia,All persons,2013-Q3,67.8045
Czechia,All persons,2013-Q4,68.10565
Czechia,All persons,2014-Q1,68.4603
Czechia,All persons,2014-Q2,68.68064
Czechia,All persons,2014-Q3,69.13268
Czechia,All persons,2014-Q4,69.58207
Czechia,All persons,2015-Q1,69.74167
Czechia,All persons,2015-Q2,70.18398
Czechia,All persons,2015-Q3,70.34544
Czechia,All persons,2015-Q4,70.64056
Czechia,All persons,2016-Q1,71.3221
Czechia,All persons,2016-Q2,71.7802
Czechia,All persons,2016-Q3,72.07168
Czechia,All persons,2016-Q4,72.74847
Czechia,All persons,2017-Q1,73.07613
Czechia,All persons,2017-Q2,73.38519
Czechia,All persons,2017-Q3,73.98119
Czechia,All persons,2017-Q4,74.14304
Czechia,All persons,2018-Q1,74.43056
Czechia,All persons,2018-Q2,74.8139
Czechia,All persons,2018-Q3,74.86073
Czechia,All persons,2018-Q4,75.17486
Czechia,All persons,2019-Q1,75.2313
Czechia,All persons,2019-Q2,75.15574
Czechia,All persons,2019-Q3,75.08897
Czechia,All persons,2019-Q4,75.06789
Czechia,All persons,2020-Q1,75.0266
Czechia,All persons,2020-Q2,74.27032
Czechia,All persons,2020-Q3,74.17021
Czechia,All persons,2020-Q4,74.0791
Czechia,All persons,2021-Q1,73.95826
Czechia,All persons,2021-Q2,73.898
Czechia,All persons,2021-Q3,74.70474
Czechia,All persons,2021-Q4,75.02931
Czechia,All persons,2022-Q1,75.4534
Czechia,All persons,2022-Q2,75.47067
Czechia,All persons,2022-Q3,75.58334
Czechia,All persons,2022-Q4,75.40169
Czechia,All persons,2023-Q1,75.01444
Czechia,All persons,2023-Q2,75.36344
Czechia,All persons,2023-Q3,75.06827
Denmark,Females,1999-Q1,71.05541
Denmark,Females,1999-Q2,71.30935
Denmark,Females,1999-Q3,71.76126
Denmark,Females,1999-Q4,70.4288
Denmark,Females,2000-Q1,72.43753
Denmark,Females,2000-Q2,71.91305
Denmark,Females,2000-Q3,70.6673
Denmark,Females,2000-Q4,71.53735
Denmark,Females,2001-Q1,71.46387
Denmark,Females,2001-Q2,71.25115
Denmark,Females,2001-Q3,72.40805
Denmark,Females,2001-Q4,72.82914
Denmark,Females,2002-Q1,72.15789
Denmark,Females,2002-Q2,72.46938
Denmark,Females,2002-Q3,70.85291
Denmark,Females,2002-Q4,71.23337
Denmark,Females,2003-Q1,69.96339
Denmark,Females,2003-Q2,70.36146
Denmark,Females,2003-Q3,71.05221
Denmark,Females,2003-Q4,70.72665
Denmark,Females,2004-Q1,70.5624
Denmark,Females,2004-Q2,71.88641
Denmark,Females,2004-Q3,72.33189
Denmark,Females,2004-Q4,71.47451
Denmark,Females,2005-Q1,71.64613
Denmark,Females,2005-Q2,70.80979
Denmark,Females,2005-Q3,71.66642
Denmark,Females,2005-Q4,73.45261
Denmark,Females,2006-Q1,73.35429
Denmark,Females,2006-Q2,73.08445
Denmark,Females,2006-Q3,73.80944
Denmark,Females,2006-Q4,73.51745
Denmark,Females,2007-Q1,73.40183
Denmark,Females,2007-Q2,73.13911
Denmark,Females,2007-Q3,72.92557
Denmark,Females,2007-Q4,73.23602
Denmark,Females,2008-Q1,72.44012
Denmark,Females,2008-Q2,72.31097
Denmark,Females,2008-Q3,72.01752
Denmark,Females,2008-Q4,72.65519
Denmark,Females,2009-Q1,71.64078
Denmark,Females,2009-Q2,70.99073
Denmark,Females,2009-Q3,70.70157
Denmark,Females,2009-Q4,70.23421
Denmark,Females,2010-Q1,69.66972
Denmark,Females,2010-Q2,69.93748
Denmark,Females,2010-Q3,69.20315
Denmark,Females,2010-Q4,69.1711
Denmark,Females,2011-Q1,68.90462
Denmark,Females,2011-Q2,68.91902
Denmark,Females,2011-Q3,68.61257
Denmark,Females,2011-Q4,68.7179
Denmark,Females,2012-Q1,68.42915
Denmark,Females,2012-Q2,68.64821
Denmark,Females,2012-Q3,68.29161
Denmark,Females,2012-Q4,68.53133
Denmark,Females,2013-Q1,68.30783
Denmark,Females,2013-Q2,68.29012
Denmark,Females,2013-Q3,68.45386
Denmark,Females,2013-Q4,67.97274
Denmark,Females,2014-Q1,67.59892
Denmark,Females,2014-Q2,67.96698
Denmark,Females,2014-Q3,67.83109
Denmark,Females,2014-Q4,68.79419
Denmark,Females,2015-Q1,68.57897
Denmark,Females,2015-Q2,68.69852
Denmark,Females,2015-Q3,68.54871
Denmark,Females,2015-Q4,69.02595
Denmark,Females,2016-Q1,69.24239
Denmark,Females,2016-Q2,70.15794
Denmark,Females,2016-Q3,69.59453
Denmark,Females,2016-Q4,70.31782
Denmark,Females,2017-Q1,70.1125
Denmark,Females,2017-Q2,70.2522
Denmark,Females,2017-Q3,70.57443
Denmark,Females,2017-Q4,70.87542
Denmark,Females,2018-Q1,70.84608
Denmark,Females,2018-Q2,71.50255
Denmark,Females,2018-Q3,71.15597
Denmark,Females,2018-Q4,71.51911
Denmark,Females,2019-Q1,71.4067
Denmark,Females,2019-Q2,72.36704
Denmark,Females,2019-Q3,72.06581
Denmark,Females,2019-Q4,72.20131
Denmark,Females,2020-Q1,72.00063
Denmark,Females,2020-Q2,71.06212
Denmark,Females,2020-Q3,71.03447
Denmark,Females,2020-Q4,71.52374
Denmark,Females,2021-Q1,70.86406
Denmark,Females,2021-Q2,73.00817
Denmark,Females,2021-Q3,72.64586
Denmark,Females,2021-Q4,73.79095
Denmark,Females,2022-Q1,74.22751
